Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
I Love My Country,Florida Georgia Line,73,3675159,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-04-20,8,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Gaslighter,Dixie Chicks,75,946744,"['contemporary country', 'country', 'country dawn']",73,2020-03-04,2020-04-20,7,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
2016,Sam Hunt,73,1781824,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-20,7,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
Cold Beer Calling My Name,Jameson Rodgers,64,22049,"['contemporary country', 'country pop']",60,2020-04-14,2020-04-20,6,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
Be A Light,Thomas Rhett,71,3328294,"['contemporary country', 'country', 'country road', 'modern country rock']",79,2020-03-30,2020-04-20,5,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
No I in Beer,Brad Paisley,55,1737007,"['contemporary country', 'country', 'country road']",70,2020-04-15,2020-04-20,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Better Off,Trace Adkins,58,1471000,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",66,2020-03-20,2020-04-20,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,73,487031,"['dance pop', 'edm', 'pop', 'tropical house']",79,2020-04-07,2020-04-20,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
the other girl (with Halsey),Kelsea Ballerini,76,769303,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-20,5,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Champagne Night - From Songland,Lady Antebellum,59,2905997,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",74,2020-04-13,2020-04-20,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
More Than My Hometown,Morgan Wallen,68,494949,"['contemporary country', 'country road', 'deep talent show']",81,2020-04-17,2020-04-20,5,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,64,30263,"['contemporary country', 'country pop']",66,2020-03-27,2020-04-20,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Last Time I Say Sorry,Kane Brown,75,2407214,"['contemporary country', 'country road']",80,2020-03-27,2020-04-20,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Hometown,Logan Mize,58,54497,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",59,2020-03-13,2020-04-20,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Slow Down,Gone West,55,15476,"['contemporary country', 'country pop']",51,2020-03-03,2020-04-20,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
One Of Them Girls,Lee Brice,64,1229778,"['contemporary country', 'country', 'country road', 'modern country rock']",74,2020-04-10,2020-04-20,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Like A Cowboy,Parker McCollum,60,64930,"['red dirt', 'texas country']",65,2020-04-10,2020-04-20,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Like A Man,Dallas Smith,56,46176,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",61,2020-04-03,2020-04-20,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
One Day,Jackson Michelson,53,7247,['country pop'],47,2020-03-06,2020-04-20,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Good Love and Good Whiskey,Teddy Robb,32,3249,['country pop'],48,2020-04-17,2020-04-20,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Circles,The Cadillac Three,44,105572,"['contemporary country', 'country pop', 'modern southern rock']",59,2020-04-17,2020-04-20,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Grew Up On That,High Valley,59,91953,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",57,2020-03-13,2020-04-20,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
River's Still Running,High Valley,41,91953,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",57,2020-04-17,2020-04-20,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Gabrielle,Brett Eldredge,56,1099919,"['adult standards', 'contemporary country', 'country', 'country road', 'modern country rock']",66,2020-04-17,2020-04-20,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Heroes,Summer Overstreet,18,169,[],37,2020-04-17,2020-04-20,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Send It My Way,Shawn Austin,27,4319,"['canadian contemporary country', 'canadian country', 'country pop']",38,2020-04-17,2020-04-20,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Year to Be Young 1994,Stephen Wilson Jr.,34,180,[],21,2020-03-13,2020-04-20,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Do Si Do (feat. Blanco Brown),Diplo,65,2241760,"['bmore', 'edm', 'electropop', 'moombahton', 'ninja', 'pop', 'tropical house']",86,2020-04-17,2020-04-20,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
No Brakes,The Wolfe Brothers,40,12514,['australian country'],45,2020-04-17,2020-04-20,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Me Lately,Filmore,56,22684,"['contemporary country', 'country pop']",63,2020-04-03,2020-04-20,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Detours,Jordan Davis,62,233877,['contemporary country'],72,2020-03-27,2020-04-20,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cowboy Cool,William Michael Morgan,38,30412,"['contemporary country', 'country pop', 'modern country rock']",47,2020-04-17,2020-04-20,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Light On,Kaylee Bell,51,5121,"['australian country', 'contemporary country', 'country pop']",44,2020-03-13,2020-04-20,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
half of my hometown (feat. Kenny Chesney),Kelsea Ballerini,66,769303,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-20,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
I Need Love,Blanco Brown,54,93399,['country rap'],70,2020-03-13,2020-04-20,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Whiskey On The Table,Alex Hall,53,867,[],43,2020-03-27,2020-04-20,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Think About You,Alana Springsteen,55,2686,"['contemporary country', 'country pop']",52,2020-03-20,2020-04-20,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Round and Round,Troy Cartwright,46,5730,"['country pop', 'red dirt']",47,2020-04-10,2020-04-20,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Southpaw,Kip Moore,53,863518,"['contemporary country', 'country', 'country road', 'modern country rock']",68,2020-04-17,2020-04-20,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Wild World,Kip Moore,63,863518,"['contemporary country', 'country', 'country road', 'modern country rock']",68,2020-03-27,2020-04-20,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Summer Us,Spencer Crandall,36,18623,"['contemporary country', 'country pop']",51,2020-04-17,2020-04-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Something About You,Seth Alley,54,1970,['country pop'],44,2020-03-06,2020-04-20,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ground I Grew Up On,Laine Hardy,51,43986,[],49,2020-04-10,2020-04-20,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
In My Veins,Lauren Alaina,59,354834,"['contemporary country', 'country', 'country dawn', 'country road']",74,2020-03-06,2020-04-20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
How The Car's Running,Emily Ann Roberts,40,8386,[],34,2020-03-20,2020-04-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Here,Mitchell Tenpenny,57,133302,"['contemporary country', 'heartland rock']",69,2020-04-10,2020-04-20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Little Bit of That,Matt Gatewood,31,226,[],18,2020-03-06,2020-04-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
I Don't Need To Know,Maddie & Tae,55,517314,"['contemporary country', 'country', 'country pop']",68,2020-04-10,2020-04-20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
If I Can't Have You,Sara Evans,45,733133,"['contemporary country', 'country', 'country dawn', 'country gospel', 'country road']",58,2020-03-20,2020-04-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Young Once,Sam Hunt,69,1781824,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-20,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
White Oak Cathedral,Gord Bamford,33,37341,"['alberta country', 'australian country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",49,2020-04-17,2020-04-20,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Right Now With You,Mo Pitney,30,19100,[],43,2020-04-17,2020-04-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Hard To Forget,Sam Hunt,70,1781824,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-20,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Girls Kiss First,Riley Roth,25,688,[],20,2020-04-17,2020-04-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Ain't Lookin' Back,Mo Pitney,49,19100,[],43,2020-03-13,2020-04-20,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Knowing You,Kenny Chesney,60,2912372,"['contemporary country', 'country', 'country road']",77,2020-04-10,2020-04-20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Song About You,Sam Grow,36,5291,['country pop'],42,2020-04-17,2020-04-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Going Going Gone,Ryan Griffin,44,6759,"['contemporary country', 'country pop']",45,2020-03-27,2020-04-20,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Untouchable,Jana Kramer,45,329884,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'modern country rock']",55,2020-04-17,2020-04-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Nothing New,Jeffrey East,33,1994,['nashville singer-songwriter'],45,2020-04-03,2020-04-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
So Good,ESSEX COUNTY,47,166,[],33,2020-03-27,2020-04-20,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
homecoming queen?,Kelsea Ballerini,69,769303,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-20,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
One Margarita,Luke Bryan,69,5204118,"['contemporary country', 'country', 'country road']",79,2020-03-13,2020-04-20,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Saving For A Rainy Night,Walker Montgomery,30,5964,['country pop'],42,2020-04-17,2020-04-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Alone Together,Ben Gallaher,24,1512,['country pop'],30,2020-04-17,2020-04-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Dust on a Diamond - 20 Mix,Bailey Hefley,30,2998,[],31,2020-04-10,2020-04-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Chasing,Twinnie,30,2763,['country pop'],38,2020-04-17,2020-04-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
I Love You Now Change,Twinnie,45,2763,['country pop'],38,2020-03-20,2020-04-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Never Will,Ashley McBryde,55,64850,"['arkansas country', 'contemporary country', 'country', 'country pop']",62,2020-04-03,2020-04-20,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
