Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
Lady,Brett Young,74,542756,['contemporary country'],77,2020-05-01,2020-06-13,7,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
I Love My Country,Florida Georgia Line,66,3754732,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",83,2020-03-27,2020-06-13,6,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
No I in Beer,Brad Paisley,62,1770009,"['contemporary country', 'country', 'country road']",72,2020-04-15,2020-06-13,6,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
One Of Them Girls,Lee Brice,77,1262515,"['contemporary country', 'country', 'country road', 'modern country rock']",76,2020-04-10,2020-06-13,6,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
More Than My Hometown,Morgan Wallen,79,590008,"['contemporary country', 'country road', 'deep talent show']",83,2020-04-17,2020-06-13,6,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Cool Again,Kane Brown,75,2537015,"['contemporary country', 'country road']",82,2020-04-23,2020-06-13,6,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
I Called Mama,Tim McGraw,63,3149958,"['contemporary country', 'country', 'country road']",77,2020-05-08,2020-06-13,6,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Be A Light,Thomas Rhett,75,3392416,"['contemporary country', 'country', 'country road', 'modern country rock']",82,2020-03-30,2020-06-13,6,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
Single Saturday Night,Cole Swindell,64,1324436,"['contemporary country', 'country', 'country road', 'modern country rock']",70,2020-05-22,2020-06-13,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,76,523078,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",80,2020-04-07,2020-06-13,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
One Margarita,Luke Bryan,76,5349909,"['contemporary country', 'country', 'country road']",81,2020-03-13,2020-06-13,5,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Almost Maybes,Jordan Davis,70,259980,['contemporary country'],74,2020-05-08,2020-06-13,5,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
On Me (feat. Ava Max) - From 'SCOOB!' The Album,Thomas Rhett,72,3392416,"['contemporary country', 'country', 'country road', 'modern country rock']",82,2020-05-06,2020-06-13,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Six Feet Apart,Luke Combs,77,2937719,['contemporary country'],86,2020-05-01,2020-06-13,5,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,71,777648,"['contemporary country', 'pop']",77,2020-03-20,2020-06-13,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
