Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
I Love My Country,Florida Georgia Line,72,3664334,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",81,2020-03-27,2020-04-15,9,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0
2016,Sam Hunt,72,1777065,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-15,7,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Gaslighter,Dixie Chicks,75,942864,"['contemporary country', 'country', 'country dawn']",72,2020-03-04,2020-04-15,7,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
Better Off,Trace Adkins,58,1464653,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",66,2020-03-20,2020-04-15,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Grew Up On That,High Valley,58,91587,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",56,2020-03-13,2020-04-15,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,63,29422,"['contemporary country', 'country pop']",66,2020-03-27,2020-04-15,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
the other girl (with Halsey),Kelsea Ballerini,76,767437,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-15,5,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
One Of Them Girls,Lee Brice,60,1225638,"['contemporary country', 'country', 'country road', 'modern country rock']",73,2020-04-10,2020-04-15,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Hometown,Logan Mize,58,54262,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",59,2020-03-13,2020-04-15,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Slow Down,Gone West,54,15231,"['contemporary country', 'country pop']",51,2020-03-03,2020-04-15,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,70,482863,"['dance pop', 'edm', 'pop', 'pop edm', 'tropical house']",78,2020-04-07,2020-04-15,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Like A Man,Dallas Smith,54,46002,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",61,2020-04-03,2020-04-15,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Detours,Jordan Davis,61,231492,['contemporary country'],72,2020-03-27,2020-04-15,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Wild World,Kip Moore,62,860661,"['contemporary country', 'country', 'country road', 'modern country rock']",67,2020-03-27,2020-04-15,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Last Time I Say Sorry,Kane Brown,74,2393363,"['contemporary country', 'country road']",80,2020-03-27,2020-04-15,4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Round and Round,Troy Cartwright,41,5706,"['country pop', 'red dirt']",45,2020-04-10,2020-04-15,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Be A Light,Thomas Rhett,68,3318620,"['contemporary country', 'country', 'country road', 'modern country rock']",79,2020-03-30,2020-04-15,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Record High,Sykamore,37,970,"['alberta country', 'canadian contemporary country']",30,2020-04-03,2020-04-15,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Me Lately,Filmore,54,22507,"['contemporary country', 'country pop']",62,2020-04-03,2020-04-15,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Think About You,Alana Springsteen,55,2639,['country pop'],51,2020-03-20,2020-04-15,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Whiskey On The Table,Alex Hall,50,849,[],42,2020-03-27,2020-04-15,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
One Day,Jackson Michelson,53,7244,['country pop'],47,2020-03-06,2020-04-15,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Light On,Kaylee Bell,50,5098,"['australian country', 'contemporary country', 'country pop']",43,2020-03-13,2020-04-15,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
half of my hometown (feat. Kenny Chesney),Kelsea Ballerini,65,767437,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-15,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Never Will,Ashley McBryde,54,64026,"['arkansas country', 'contemporary country', 'country pop']",61,2020-04-03,2020-04-15,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Knowing You,Kenny Chesney,57,2904195,"['contemporary country', 'country', 'country road']",76,2020-04-10,2020-04-15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
I Need Love,Blanco Brown,54,92327,['country rap'],69,2020-03-13,2020-04-15,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
I Don't Need To Know,Maddie & Tae,52,514049,"['contemporary country', 'country', 'country pop']",67,2020-04-10,2020-04-15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Ground I Grew Up On,Laine Hardy,45,43424,[],47,2020-04-10,2020-04-15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Something About You,Seth Alley,53,1957,['country pop'],43,2020-03-06,2020-04-15,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Like A Cowboy,Parker McCollum,56,64126,"['red dirt', 'texas country']",64,2020-04-10,2020-04-15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Young Once,Sam Hunt,68,1777065,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-15,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Here,Mitchell Tenpenny,53,131875,"['contemporary country', 'country pop', 'heartland rock']",69,2020-04-10,2020-04-15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wild and Free,John Anderson,36,248493,"['country', 'country road', 'country rock']",57,2020-04-10,2020-04-15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
I Love You Now Change,Twinnie,45,2522,['country pop'],36,2020-03-20,2020-04-15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Can't Not,Steven Lee Olsen,38,9215,"['canadian contemporary country', 'canadian country', 'country pop']",41,2020-03-20,2020-04-15,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
If I Can't Have You,Sara Evans,44,731057,"['contemporary country', 'country', 'country dawn', 'country gospel', 'country road']",58,2020-03-20,2020-04-15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
What's Up Cuz,Toby Keith,53,1230278,"['contemporary country', 'country', 'country road', 'oklahoma country']",71,2020-04-03,2020-04-15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
My Kinda Country,TJ Harris,28,353,[],16,2020-03-27,2020-04-15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Whiskey Down the Drain,Jacob Bryant,38,26237,"['country pop', 'redneck']",49,2020-04-10,2020-04-15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nothing New,Jeffrey East,32,1983,['nashville singer-songwriter'],45,2020-04-03,2020-04-15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Halfway Home,Jess Moskaluke,14,20618,"['canadian contemporary country', 'canadian country', 'viral pop']",46,2020-04-10,2020-04-15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hard To Forget,Sam Hunt,69,1777065,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-15,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Side Piece,Julia Cole,32,8428,['country pop'],34,2020-04-10,2020-04-15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Dock Rock,The Washboard Union,34,17695,"['canadian contemporary country', 'canadian country', 'washboard']",45,2020-04-10,2020-04-15,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Even If You Missed Me,Nikita Karmen,29,3318,['country pop'],26,2020-04-10,2020-04-15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Breaking Up Was Easy In The 90's,Sam Hunt,67,1777065,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-15,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
homecoming queen?,Kelsea Ballerini,66,767437,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-15,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Let It Down,Sam Hunt,65,1777065,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-15,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nothing Lasts Forever,Sam Hunt,64,1777065,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-15,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Most Beautiful Things,Tenille Townes,47,39364,"['alberta country', 'contemporary country', 'country pop']",61,2020-04-05,2020-04-15,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
In My Veins,Lauren Alaina,59,353298,"['contemporary country', 'country', 'country dawn', 'country road']",73,2020-03-06,2020-04-15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Me on You,Teddy Robb,52,3208,['country pop'],47,2020-03-20,2020-04-15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
My Dogs Are Home,Tara Thompson,28,4856,['country pop'],21,2020-04-03,2020-04-15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
One Margarita,Luke Bryan,67,5185640,"['contemporary country', 'country', 'country road']",79,2020-03-13,2020-04-15,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ain't Lookin' Back,Mo Pitney,48,19062,[],42,2020-03-13,2020-04-15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Back Porch,Willie Jones,47,9226,['contemporary country'],50,2020-04-10,2020-04-15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
We Can Get Through This,Brandon Ray,31,6752,"['country pop', 'heartland rock']",32,2020-04-10,2020-04-15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
How The Car's Running,Emily Ann Roberts,40,8362,[],34,2020-03-20,2020-04-15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Talking To God,Chrissy Metz,50,2413,[],40,2020-04-03,2020-04-15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
So Good,ESSEX COUNTY,43,153,[],29,2020-03-27,2020-04-15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Before You,Drew Baldridge,51,15771,"['contemporary country', 'country pop']",45,2020-03-26,2020-04-15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
thank you anxiety,Avenue Beat,33,2069,['country pop'],55,2020-04-10,2020-04-15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Everybody's Got a Story,Chevel Shepherd,49,4627,[],39,2020-03-20,2020-04-15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
My Version of a Love Song,Emily Hackett,32,3335,['country pop'],44,2020-03-20,2020-04-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kinfolks,Sam Hunt,67,1777065,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Let You Love Me,Bree Doster,26,567,[],25,2020-04-03,2020-04-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Who You Thought I Was,Brandy Clark,52,36710,"['contemporary country', 'country pop']",49,2020-03-06,2020-04-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Living for the City - Uncovered,Brandon Ratcliff,19,2202,['country pop'],40,2020-04-10,2020-04-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OBVIOUS,Sammy Arriaga,30,5091,"['contemporary country', 'country pop']",37,2020-04-10,2020-04-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hard To Forget - Radio Edit,Sam Hunt,66,1777065,"['contemporary country', 'country pop']",79,2020-03-13,2020-04-15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Walkaway Joe,Brandon Lay,38,26531,"['contemporary country', 'country pop', 'country road', 'modern country rock']",51,2020-04-10,2020-04-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
