Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
Cool Again,Kane Brown,75,2531407,"['contemporary country', 'country road']",82,2020-04-23,2020-06-11,7,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Lady,Brett Young,74,541395,['contemporary country'],77,2020-05-01,2020-06-11,7,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
I Called Mama,Tim McGraw,63,3147048,"['contemporary country', 'country', 'country road']",77,2020-05-08,2020-06-11,6,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
No I in Beer,Brad Paisley,62,1768551,"['contemporary country', 'country', 'country road']",72,2020-04-15,2020-06-11,6,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
I Love My Country,Florida Georgia Line,67,3750781,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",83,2020-03-27,2020-06-11,6,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
More Than My Hometown,Morgan Wallen,79,586561,"['contemporary country', 'country road', 'deep talent show']",83,2020-04-17,2020-06-11,6,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
One Of Them Girls,Lee Brice,77,1260976,"['contemporary country', 'country', 'country road', 'modern country rock']",76,2020-04-10,2020-06-11,6,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Be A Light,Thomas Rhett,75,3389002,"['contemporary country', 'country', 'country road', 'modern country rock']",82,2020-03-30,2020-06-11,6,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
Black Like Me,Mickey Guyton,66,27454,"['contemporary country', 'country pop']",56,2020-06-02,2020-06-11,5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
One Margarita,Luke Bryan,76,5343029,"['contemporary country', 'country', 'country road']",81,2020-03-13,2020-06-11,5,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Almost Maybes,Jordan Davis,69,258890,['contemporary country'],74,2020-05-08,2020-06-11,5,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Worldwide Beautiful,Kane Brown,65,2531407,"['contemporary country', 'country road']",82,2020-06-04,2020-06-11,5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Six Feet Apart,Luke Combs,77,2926985,['contemporary country'],86,2020-05-01,2020-06-11,5,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
On Me (feat. Ava Max) - From 'SCOOB!' The Album,Thomas Rhett,71,3389002,"['contemporary country', 'country', 'country road', 'modern country rock']",82,2020-05-06,2020-06-11,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Break. Up. Drunk.,Chase Rice,69,768780,"['contemporary country', 'country', 'country road', 'modern country rock']",73,2020-05-15,2020-06-11,5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Single Saturday Night,Cole Swindell,63,1322905,"['contemporary country', 'country', 'country road', 'modern country rock']",70,2020-05-22,2020-06-11,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,76,518971,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",80,2020-04-07,2020-06-11,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Young Love,Austin Burke,45,10571,"['contemporary country', 'country pop']",52,2020-06-05,2020-06-11,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Me Lately,Filmore,59,23798,"['contemporary country', 'country pop']",61,2020-04-03,2020-06-11,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Can't Stay Here,Tucker Beathard,49,40301,"['contemporary country', 'country pop']",48,2020-05-29,2020-06-11,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Every Other Memory,Ryan Hurd,63,83961,"['contemporary country', 'country pop']",65,2020-04-20,2020-06-11,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,71,777265,"['contemporary country', 'pop']",77,2020-03-20,2020-06-11,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Drinking Season,Brad Cox,44,6717,['australian country'],49,2020-06-05,2020-06-11,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
Redwood Tree,Cam,56,138663,"['contemporary country', 'country pop']",60,2020-05-29,2020-06-11,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Cold Beer Calling My Name,Jameson Rodgers,68,23862,"['contemporary country', 'country pop']",62,2020-04-14,2020-06-11,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Like A Man,Dallas Smith,60,47470,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",59,2020-04-03,2020-06-11,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
On Me (feat. Ava Max),Various Artists,77,894622,[],0,2020-05-15,2020-06-11,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Hot Sauce,BRELAND,62,14228,[],64,2020-05-22,2020-06-11,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Champagne Night - From Songland,Lady Antebellum,66,2954352,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-06-11,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Colder Than You,Canaan Smith,48,228946,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']",57,2020-06-05,2020-06-11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Better Off,Trace Adkins,57,1525745,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",68,2020-03-20,2020-06-11,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Mind on Fishin',Trace Adkins,49,1525745,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",68,2020-06-05,2020-06-11,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
BOOTS,HARDY,64,36162,['contemporary country'],69,2020-05-01,2020-06-11,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Comeback,Noah Schnacky,63,29281,"['contemporary country', 'country pop']",60,2020-05-15,2020-06-11,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Stranger,Ingrid Andress,63,36282,"['contemporary country', 'country pop']",64,2020-03-27,2020-06-11,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Grew Up On That,High Valley,60,95262,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",61,2020-03-13,2020-06-11,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"I Love Her, but She Don't Love Me Back",James Carothers,38,34347,['roots americana'],39,2020-06-05,2020-06-11,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Where I'm From,The Reklaws,62,22552,"['canadian contemporary country', 'canadian country', 'contemporary country']",58,2020-04-17,2020-06-11,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Beer:30,Florida Georgia Line,69,3750781,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",83,2020-05-22,2020-06-11,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Soundtrack to a Small Town Sundown,Tyler Farr,49,512758,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']",61,2020-06-05,2020-06-11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Make Em Wanna Change,Adam Sanders,46,22392,"['contemporary country', 'country pop', 'country road', 'modern country rock']",50,2020-06-02,2020-06-11,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
I Grew Up,Austin Burke,55,10571,"['contemporary country', 'country pop']",52,2020-05-15,2020-06-11,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
In The Woulds (feat. Chase Rice & Lauren Alaina),BRELAND,53,14228,[],64,2020-05-22,2020-06-11,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
If I Still Had It,Kolby Cooper,54,21150,"['contemporary country', 'texas country']",58,2020-05-25,2020-06-11,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Everything Falls for You,Seaforth,55,9997,"['contemporary country', 'country pop']",62,2020-05-29,2020-06-11,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
She's Mine,Kip Moore,57,884631,"['contemporary country', 'country', 'country road', 'modern country rock']",72,2020-05-29,2020-06-11,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Trainwreck,Willie Jones,47,10447,['contemporary country'],54,2020-06-05,2020-06-11,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Spur of the Moment,Kylie Frey,49,1812,[],38,2020-05-15,2020-06-11,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Red White Blue Jean American Dream,Kip Moore,58,884631,"['contemporary country', 'country', 'country road', 'modern country rock']",72,2020-05-15,2020-06-11,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Easy,John King,51,7262,"['contemporary country', 'country pop']",43,2020-05-22,2020-06-11,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Good Day,Brett Eldredge,58,1118215,"['contemporary country', 'country', 'country road', 'modern country rock']",68,2020-05-22,2020-06-11,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I Don't Need To Know,Maddie & Tae,56,543159,"['contemporary country', 'country', 'country pop']",69,2020-04-10,2020-06-11,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Die From A Broken Heart,Maddie & Tae,67,543159,"['contemporary country', 'country', 'country pop']",69,2020-04-10,2020-06-11,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Julianna Calm Down,Dixie Chicks,59,974347,"['contemporary country', 'country', 'country dawn']",73,2020-05-01,2020-06-11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Dance with Me (feat. Thomas Rhett & Young Thug),Diplo,74,2243467,"['bmore', 'edm', 'moombahton', 'ninja', 'pop']",87,2020-05-27,2020-06-11,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Going Going Gone,Ryan Griffin,54,7179,"['contemporary country', 'country pop']",48,2020-03-27,2020-06-11,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Hard To Forget,Sam Hunt,74,1806607,"['contemporary country', 'country pop']",79,2020-04-03,2020-06-11,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gaslighter,Dixie Chicks,69,974347,"['contemporary country', 'country', 'country dawn']",73,2020-03-04,2020-06-11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Heartbeat Higher (feat. Sarah Buxton),Eric Paslay,45,358006,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",57,2020-05-08,2020-06-11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Ain’t Worried Bout It,Florida Georgia Line,60,3750781,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",83,2020-05-22,2020-06-11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Turn Up,Easton Corbin,54,658224,"['contemporary country', 'country', 'country road', 'modern country rock']",62,2020-05-15,2020-06-11,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Song About You,Sam Grow,55,5565,['country pop'],47,2020-04-17,2020-06-11,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Second Guessing - From Songland,Florida Georgia Line,57,3750781,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",83,2020-05-18,2020-06-11,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
