Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
Gaslighter,Dixie Chicks,71,920221,"['contemporary country', 'country', 'country dawn']",71,2020-03-04,2020-03-15,11,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1
In My Veins,Lauren Alaina,61,343984,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",72,2020-03-06,2020-03-15,6,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
Hometown,Logan Mize,43,52868,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",57,2020-03-13,2020-03-15,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
One Day,Jackson Michelson,42,7164,['country pop'],50,2020-03-06,2020-03-15,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Grew Up On That,High Valley,37,89575,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",54,2020-03-13,2020-03-15,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Slow Down,Gone West,48,13818,"['contemporary country', 'country pop']",50,2020-03-03,2020-03-15,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
What Are You Gonna Tell Her?,Mickey Guyton,52,25310,"['contemporary country', 'country pop']",47,2020-03-06,2020-03-15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Moose Knuckle Shuffle,Hot Country Knights,44,3143,[],46,2020-03-06,2020-03-15,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Just Let Go,Gord Bamford,44,36383,"['alberta country', 'australian country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",47,2020-03-06,2020-03-15,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Here I Am,Renee Blair,38,2280,"['contemporary country', 'country pop']",32,2020-03-06,2020-03-15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Something About You,Seth Alley,40,1873,['country pop'],40,2020-03-06,2020-03-15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
One Margarita,Luke Bryan,55,5080230,"['contemporary country', 'country', 'country road']",78,2020-03-13,2020-03-15,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Light On,Kaylee Bell,17,4993,"['australian country', 'contemporary country', 'country pop']",41,2020-03-13,2020-03-15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ain't Lookin' Back,Mo Pitney,22,18806,[],39,2020-03-13,2020-03-15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Empty Glass,Holly Tucker,7,1539,['deep talent show'],31,2020-03-13,2020-03-15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Half a Mind to Go Crazy,Tyler Booth,18,3119,[],40,2020-03-13,2020-03-15,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Real Talk,Angie K,39,3569,[],44,2020-03-06,2020-03-15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Sparrow,Ashley McBryde,44,58968,"['arkansas country', 'contemporary country', 'country pop']",58,2020-03-06,2020-03-15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
I Need Love,Blanco Brown,29,86988,['country rap'],67,2020-03-13,2020-03-15,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pawn Shop,Brandy Clark,46,35752,"['contemporary country', 'country pop']",48,2020-03-06,2020-03-15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Freestylin',Stereosaga!!!,39,177,[],28,2020-03-06,2020-03-15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Like That,Matthew McSwain,29,347,[],22,2020-03-06,2020-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Run Away,Presley Phillips,27,435,[],26,2020-03-04,2020-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kill the Bottle,Tom O'Connor,30,1939,[],31,2020-03-06,2020-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hot Mess,Nice Horse,26,1392,['alberta country'],18,2020-03-06,2020-03-15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I Got This,The McClymonts,33,20561,"['australian country', 'australian pop', 'country dawn']",39,2020-03-13,2020-03-15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Catch a Buzz,Taylor Ray Holbrook,37,92462,"['contemporary country', 'redneck']",59,2020-03-06,2020-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Family Pain,Swamp Dogg,33,15173,"['soul', 'southern soul']",47,2020-03-06,2020-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cool,Rachel Reinert,10,574,[],22,2020-03-13,2020-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Get My Shit Together,Summer Overstreet,7,117,[],33,2020-03-13,2020-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Talkin' About Last Night,Steven Lee Olsen,32,8981,"['canadian contemporary country', 'canadian country']",38,2020-03-06,2020-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Unhappy Hour,Steven Lee Olsen,16,8981,"['canadian contemporary country', 'canadian country']",38,2020-03-13,2020-03-15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bad Woman,Ruthie Collins,26,5023,['country pop'],28,2020-03-06,2020-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
You Are Not Alone,Adam Brand,41,28017,"['australian country', 'australian pop', 'classic australian country']",46,2020-03-06,2020-03-15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Bit of That,Matt Gatewood,24,204,[],13,2020-03-06,2020-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Going Going Gone,Maddie Wilson,32,11114,"['channel pop', 'lds youth', 'viral pop']",39,2020-03-05,2020-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Long Walk,Brandy Clark,39,35752,"['contemporary country', 'country pop']",48,2020-03-06,2020-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Heavy,Brittany Moore,27,215,[],23,2020-03-06,2020-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Do You Remember,Bryce Sainty,29,126,[],29,2020-03-13,2020-03-15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fly Away,Caitlyn Smith,27,23673,"['contemporary country', 'country pop']",53,2020-03-13,2020-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I Can't,Caitlyn Smith,29,23673,"['contemporary country', 'country pop']",53,2020-03-13,2020-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sanctuary - Live,Charles Esten,13,17825,['country pop'],45,2020-03-13,2020-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
It's About Time,Craig Campbell,36,222363,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']",52,2020-03-13,2020-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Then There's You,David James,21,1912,"['canadian contemporary country', 'canadian country', 'manitoba country']",37,2020-03-13,2020-03-15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
If I Were You,David James,36,1912,"['canadian contemporary country', 'canadian country', 'manitoba country']",37,2020-03-06,2020-03-15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hey Baby,Dylan Wheeler,39,2928,['red dirt'],41,2020-03-04,2020-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Heartbreak Anytime,Five Roses,15,263,['canadian contemporary country'],19,2020-03-13,2020-03-15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Even If,Holloway Road,7,996,"['british country', 'uk americana']",26,2020-03-13,2020-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ride It Out,Jaden Hamilton,42,1856,[],31,2020-03-06,2020-03-15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mad Love,Alyssa Micaela,29,5076,['country pop'],26,2020-03-13,2020-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Safe Place to Break,Josh David,1,30,[],10,2020-03-06,2020-03-15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Decatur County Red (feat. Jonathan Singleton),Jessi Alexander,11,1521,['country dawn'],36,2020-03-13,2020-03-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
