Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_Akustischer_Fruhling,_All_New_Indie,_Apero,_Arkada_Calsın,_Cafe_Libros,_Coffee_and_Chill,_Feelgood_Indie,_Fresh_Finds,_Fresh_Folk,_Front_Left,_Fruhlings_Chillout,_Fruhlingsgefuhle,_Gentle_Acoustic,_Hanging_Out_and_Relaxing,_Indie_Pop,_Indie_Stage,_Infinite_Acoustic,_Its_ALT_Good!,_Lorem,_Lost_In_The_Woods,_Melancolia_Indie,_MostBeautifulSongsintheWorld,_OFF_POP,_POLLEN,_Rockin_Vibes,_Roots_Rising,_The_Indie_List,_The_New_Alt,_The_Stress_Buster,_Totally_Alt,_Totally_Stress_Free,_Ultimate_Indie,_Van_Life,_Wake_Up_and_Smell_the_Coffee,_Wild_and_Free,_Young___Free,_Your_Coffee_Break,_Your_Office_Stereo
Garden Song,Phoebe Bridgers,66,206013,"['art pop', 'chamber pop', 'indie folk', 'indie pop', 'indie rock']",70,2020-02-26,2020-05-16,10,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
You're Too Precious,James Blake,70,983970,"['art pop', 'indie r&b', 'indie soul', 'indietronica', 'uk alternative pop']",74,2020-04-24,2020-05-16,10,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Pretty Lady,Tash Sultana,69,1063280,['australian reggae fusion'],71,2020-04-09,2020-05-16,8,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
I Know Alone,HAIM,64,897789,"['dance pop', 'indie pop', 'indietronica', 'metropopolis', 'pop', 'pop rock', 'rock']",71,2020-04-29,2020-05-16,8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sleep On The Wing,Bibio,54,171448,"['ambient folk', 'chamber pop', 'chillwave', 'downtempo', 'electronica', 'folktronica', 'indie soul', 'indietronica']",62,2020-05-05,2020-05-16,7,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Black Dog,Arlo Parks,63,58861,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",63,2020-05-04,2020-05-16,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
midnight love,girl in red,71,893345,"['bedroom pop', 'indie pop', 'norwegian indie', 'pop']",76,2020-04-14,2020-05-16,6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Time (You and I),Khruangbin,67,553784,"['funk', 'indie soul', 'neo-psychedelic', 'soul']",72,2020-04-27,2020-05-16,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
PDLIF,Bon Iver,68,2608207,"['chamber pop', 'eau claire indie', 'indie folk', 'melancholia', 'slow core']",77,2020-04-17,2020-05-16,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Don't Let Me Down,Milky Chance,50,1306838,['german pop'],76,2020-05-01,2020-05-16,6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
On Our Own,Lime Cordiale,62,112316,"['australian hip hop', 'australian indie', 'australian pop']",65,2020-04-17,2020-05-16,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Dynamite,Saint Sister,54,15623,"['chamber pop', 'irish indie']",50,2020-03-02,2020-05-16,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
Window,Still Woozy,74,388058,"['bedroom pop', 'indie pop', 'modern rock', 'oakland indie']",74,2020-04-17,2020-05-16,6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level of Concern,Twenty One Pilots,88,16814788,"['modern rock', 'rock']",87,2020-04-09,2020-05-16,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Imagine U,Omar Apollo,63,250389,"['alternative r&b', 'bedroom pop', 'bedroom soul', 'indie pop', 'indie r&b', 'pop']",68,2020-04-08,2020-05-16,5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beautiful,Rhye,60,412325,"['downtempo', 'indie soul', 'indietronica', 'shimmer pop']",67,2020-05-08,2020-05-16,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Photo ID,Remi Wolf,60,18362,['alternative r&b'],61,2020-04-29,2020-05-16,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
First Aid,Gus Dapperton,64,268005,"['bedroom pop', 'indie pop', 'indie poptimism']",82,2020-04-22,2020-05-16,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Butterflies,Fiji Blue,50,3385,[],51,2020-05-07,2020-05-16,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dreamland,Glass Animals,69,1122010,"['gauze pop', 'modern rock', 'shiver pop']",74,2020-05-01,2020-05-16,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Sun Is Up Forever,Joesef,56,11112,['uk alternative pop'],52,2020-04-23,2020-05-16,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Lucky,Zeph,52,14111,['indie pop'],48,2020-04-18,2020-05-16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypochondriac,Fenne Lily,55,55429,"['bristol indie', 'british singer-songwriter', 'chamber pop', 'indie anthem-folk', 'indie folk']",56,2020-03-10,2020-05-16,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Figure It Out,Evan Klar,42,1075,['australian alternative pop'],43,2020-04-24,2020-05-16,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Steps,HAIM,58,897789,"['dance pop', 'indie pop', 'indietronica', 'metropopolis', 'pop', 'pop rock', 'rock']",71,2020-03-03,2020-05-16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
Falling for You,Charlotte OC,54,22008,['vapor pop'],50,2020-04-10,2020-05-16,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
when i look at you.,Rosie Carney,55,27295,"['chamber pop', 'indie anthem-folk', 'indie folk', 'irish singer-songwriter', 'new americana']",61,2020-03-13,2020-05-16,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Happiness In Liquid Form,Alfie Templeman,58,35688,['english indie rock'],54,2020-04-07,2020-05-16,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
IDK You Yet,Alexander 23,81,53553,"['indie pop', 'indie r&b', 'pop']",72,2020-04-09,2020-05-16,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
If You’re Too Shy (Let Me Know) - Edit,The 1975,78,3984860,"['indie pop', 'modern alternative rock', 'modern rock', 'nu gaze', 'pop', 'rock']",83,2020-04-23,2020-05-16,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chemicals,SG Lewis,69,181365,"['alternative r&b', 'edm', 'electropop', 'indie soul', 'indietronica', 'new french touch', 'tropical house', 'vapor soul']",69,2020-04-24,2020-05-16,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stuck On You,RAC,61,128461,"['alternative dance', 'chillwave', 'electropop', 'indie pop', 'indie poptimism', 'indietronica', 'metropopolis', 'shimmer pop', 'vapor soul']",64,2020-03-11,2020-05-16,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Passion,RAC,54,128461,"['alternative dance', 'chillwave', 'electropop', 'indie pop', 'indie poptimism', 'indietronica', 'metropopolis', 'shimmer pop', 'vapor soul']",64,2020-05-08,2020-05-16,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Difference,Flume,74,1987199,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'pop']",78,2020-03-11,2020-05-16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OK,Wallows,72,743252,"['indie pop', 'modern rock', 'rock']",76,2020-03-20,2020-05-16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
