Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,9PM,All Funked Up,Alternative R&B,Amplify,Are & Be,Arkada Calsin,Bedroom Jams,Black Girl Magic,Butter,Chill Mode On,Chilled R&B,Fresh Finds,Good Morning Jazz,Next Wave Neo Soul,POLLEN,R&B Feels,R&B UK,Ready for the Day,Retro Pop,Silk Sheets,Soul Coffee,Soul Lounge,Soul n the City,Soultronic,Spotify & Chill,Study Break,Sweet Soul Sunday,The Newness,This Is How We Do,Your Office Stereo
Toxic,Kehlani,0,3268860,"['alternative r&b', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",83,2020-03-12,2020-03-13,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Forfeit. (ft. Lucky Daye),Kiana Ledé,0,455237,"['alternative r&b', 'dance pop', 'deep pop r&b', 'indie r&b', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",70,2020-03-13,2020-03-13,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Vein,Tora,43,200,[],30,2020-03-06,2020-03-13,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
June,Pip Millett,0,32136,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",54,2020-03-13,2020-03-13,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Ghost Town,Greentea Peng,45,41713,"['alternative r&b', 'indie r&b', 'indie soul', 'uk alternative hip hop', 'uk contemporary r&b']",52,2020-03-03,2020-03-13,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Care for Your Mother,Jordan Mackampa,0,38416,['indie anthem-folk'],54,2020-03-13,2020-03-13,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Good News,Col3trane,0,68893,"['alternative r&b', 'indie r&b', 'indie soul', 'trap soul', 'uk contemporary r&b']",60,2020-03-12,2020-03-13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Tension,Jayd Ink,28,6155,['deep pop r&b'],40,2020-03-06,2020-03-13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
My Year,MORGAN,46,571,[],42,2020-03-05,2020-03-13,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
B.S. (feat. H.E.R.),Jhené Aiko,76,2945743,"['alternative r&b', 'pop', 'pop rap', 'r&b']",84,2020-03-06,2020-03-13,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
could it be,Ragz Originale,34,1386,['uk alternative hip hop'],37,2020-03-06,2020-03-13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
homebody,Kamal.,48,870,[],37,2020-03-04,2020-03-13,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Pick Me Up,Lola Young,49,2709,[],45,2020-03-05,2020-03-13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
How Long 'Til We're Home,Ego Ella May,41,4972,"['indie jazz', 'indie r&b', 'neo r&b', 'uk contemporary r&b']",40,2020-03-04,2020-03-13,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Touchy Feely,Ro James,53,172595,"['alternative r&b', 'deep pop r&b', 'r&b']",56,2020-03-06,2020-03-13,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Give It Up 2 Me,Ojerime,13,2223,['uk contemporary r&b'],29,2020-03-11,2020-03-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Us in Major - Acoustic,JNR WILLIAMS,30,4712,['british soul'],40,2020-03-06,2020-03-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Spanish Rose,James Vickery,39,37676,"['alternative r&b', 'indie r&b', 'uk contemporary r&b']",53,2020-03-04,2020-03-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Cardigan,Don Toliver,0,302447,"['hip hop', 'rap', 'trap']",80,2020-03-13,2020-03-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Are You Feeling Sad?,Little Dragon,63,487847,"['alternative dance', 'alternative r&b', 'art pop', 'chillwave', 'downtempo', 'electronica', 'electropop', 'escape room', 'gothenburg indie', 'indie soul', 'indietronica', 'new rave', 'swedish electropop', 'swedish synthpop', 'trip hop']",66,2020-03-04,2020-03-13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worth It (feat. Wiley),Monique Lawz,20,340,[],48,2020-03-09,2020-03-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Weightless (Freestyle),Nakala,23,20429,"['alternative r&b', 'deep pop r&b', 'indie r&b', 'lo-fi chill', 'trap soul', 'uk contemporary r&b']",43,2020-03-06,2020-03-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Joyride,Rasharn Powell,30,899,[],30,2020-03-05,2020-03-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
